09:17:02.235 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
09:43:38.757 [restartedMain] INFO  o.q.c.QuartzScheduler - [setJobFactory,2293] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@76173a59
09:43:42.050 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-39001"]
09:43:42.080 [restartedMain] INFO  c.u.j.c.RefreshScopeRefreshedEventListener - [onApplicationEvent,47] - Refreshing cached encryptable property sources on ServletWebServerInitializedEvent
09:43:42.081 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemProperties refreshed
09:43:42.081 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemEnvironment refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source random refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source devtools refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source class path resource [generator.yml] refreshed
09:43:42.082 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
09:43:42.082 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
09:43:42.082 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
09:43:42.083 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource servletContextInitParams [org.springframework.web.context.support.ServletContextPropertySource] to EncryptableEnumerablePropertySourceWrapper
09:43:43.444 [restartedMain] INFO  o.q.c.QuartzScheduler - [start,547] - Scheduler quartzScheduler_$_NON_CLUSTERED started.
09:43:43.456 [restartedMain] INFO  c.r.RuoYiApplication - [logStarted,61] - Started RuoYiApplication in 16.597 seconds (JVM running for 18.457)
09:43:48.839 [http-nio-39001-exec-2] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:48:29.418 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
09:48:29.930 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,666] - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
09:48:31.163 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
09:48:31.164 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,740] - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
09:48:31.164 [SpringApplicationShutdownHook] INFO  sys-user - [shutdownAsyncManager,28] - ====关闭后台任务任务线程池====
09:48:31.171 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2051] - {dataSource-1} closing ...
09:48:31.181 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2124] - {dataSource-1} closed
09:48:39.991 [restartedMain] INFO  c.r.RuoYiApplication - [logStarting,55] - Starting RuoYiApplication using Java 1.8.0_271 on DESKTOP-79UQ3BF with PID 11444 (D:\workspace\jgckServer\ruoyi-admin\target\classes started by Gu in D:\workspace\jgckServer)
09:48:40.006 [restartedMain] INFO  c.r.RuoYiApplication - [logStartupProfileInfo,686] - The following 1 profile is active: "dev"
09:48:40.006 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
09:48:43.201 [restartedMain] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - [postProcessBeanFactory,40] - Post-processing PropertySource instances
09:48:43.202 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
09:48:43.203 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
09:48:43.203 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletContextInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
09:48:43.205 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
09:48:43.205 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
09:48:43.206 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
09:48:43.206 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
09:48:43.207 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
09:48:43.207 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource devtools [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
09:48:43.207 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource class path resource [generator.yml] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
09:48:43.751 [restartedMain] INFO  c.u.j.f.DefaultLazyPropertyFilter - [lambda$new$2,31] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
09:48:43.765 [restartedMain] INFO  c.u.j.r.DefaultLazyPropertyResolver - [lambda$new$2,35] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
09:48:43.767 [restartedMain] INFO  c.u.j.d.DefaultLazyPropertyDetector - [lambda$new$2,35] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
09:48:44.531 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-39001"]
09:48:44.533 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
09:48:44.533 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.63]
09:48:44.702 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
09:48:45.782 [restartedMain] INFO  c.u.j.e.DefaultLazyEncryptor - [lambda$new$2,37] - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
09:48:45.795 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
09:48:45.795 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
09:48:45.796 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
09:48:45.796 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
09:48:45.797 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
09:48:45.800 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
09:48:48.437 [restartedMain] INFO  c.a.d.p.DruidDataSource - [init,972] - {dataSource-1} inited
09:48:50.838 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1220] - Using default implementation for ThreadExecutor
09:48:50.854 [restartedMain] INFO  o.q.c.SchedulerSignalerImpl - [<init>,61] - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
09:48:50.854 [restartedMain] INFO  o.q.c.QuartzScheduler - [<init>,229] - Quartz Scheduler v.2.3.2 created.
09:48:50.855 [restartedMain] INFO  o.q.s.RAMJobStore - [initialize,155] - RAMJobStore initialized.
09:48:50.856 [restartedMain] INFO  o.q.c.QuartzScheduler - [initialize,294] - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

09:48:50.857 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1374] - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
09:48:50.857 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1378] - Quartz scheduler version: 2.3.2
09:48:50.857 [restartedMain] INFO  o.q.c.QuartzScheduler - [setJobFactory,2293] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@a8f9ffa
09:48:54.208 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-39001"]
09:48:54.238 [restartedMain] INFO  c.u.j.c.RefreshScopeRefreshedEventListener - [onApplicationEvent,47] - Refreshing cached encryptable property sources on ServletWebServerInitializedEvent
09:48:54.239 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemProperties refreshed
09:48:54.239 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemEnvironment refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source random refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source devtools refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source class path resource [generator.yml] refreshed
09:48:54.240 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
09:48:54.240 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
09:48:54.240 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
09:48:54.241 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource servletContextInitParams [org.springframework.web.context.support.ServletContextPropertySource] to EncryptableEnumerablePropertySourceWrapper
09:48:55.567 [restartedMain] INFO  o.q.c.QuartzScheduler - [start,547] - Scheduler quartzScheduler_$_NON_CLUSTERED started.
09:48:55.580 [restartedMain] INFO  c.r.RuoYiApplication - [logStarted,61] - Started RuoYiApplication in 16.174 seconds (JVM running for 18.198)
09:55:50.081 [http-nio-39001-exec-1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:01:16.327 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:01:16.923 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,666] - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
11:01:16.924 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:01:16.924 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,740] - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
11:01:16.925 [SpringApplicationShutdownHook] INFO  sys-user - [shutdownAsyncManager,28] - ====关闭后台任务任务线程池====
11:01:17.010 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2051] - {dataSource-1} closing ...
11:01:17.018 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2124] - {dataSource-1} closed
11:01:30.201 [restartedMain] INFO  c.r.RuoYiApplication - [logStarting,55] - Starting RuoYiApplication using Java 1.8.0_271 on DESKTOP-79UQ3BF with PID 8372 (D:\workspace\jgckServer\ruoyi-admin\target\classes started by Gu in D:\workspace\jgckServer)
11:01:30.215 [restartedMain] INFO  c.r.RuoYiApplication - [logStartupProfileInfo,686] - The following 1 profile is active: "dev"
11:01:30.220 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
11:01:38.445 [restartedMain] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - [postProcessBeanFactory,40] - Post-processing PropertySource instances
11:01:38.445 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:01:38.446 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:01:38.446 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletContextInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:01:38.449 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource devtools [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:01:38.451 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource class path resource [generator.yml] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
11:01:39.125 [restartedMain] INFO  c.u.j.f.DefaultLazyPropertyFilter - [lambda$new$2,31] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
11:01:39.138 [restartedMain] INFO  c.u.j.r.DefaultLazyPropertyResolver - [lambda$new$2,35] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
11:01:39.140 [restartedMain] INFO  c.u.j.d.DefaultLazyPropertyDetector - [lambda$new$2,35] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
11:01:40.167 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-39001"]
11:01:40.168 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
11:01:40.169 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.63]
11:01:40.449 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
11:01:41.737 [restartedMain] INFO  c.u.j.e.DefaultLazyEncryptor - [lambda$new$2,37] - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
11:01:41.752 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
11:01:41.752 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
11:01:41.753 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
11:01:41.753 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
11:01:41.754 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
11:01:41.756 [restartedMain] INFO  c.u.j.c.StringEncryptorBuilder - [get,102] - Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
11:01:45.330 [restartedMain] INFO  c.a.d.p.DruidDataSource - [init,972] - {dataSource-1} inited
11:01:48.114 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1220] - Using default implementation for ThreadExecutor
11:01:48.130 [restartedMain] INFO  o.q.c.SchedulerSignalerImpl - [<init>,61] - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
11:01:48.130 [restartedMain] INFO  o.q.c.QuartzScheduler - [<init>,229] - Quartz Scheduler v.2.3.2 created.
11:01:48.131 [restartedMain] INFO  o.q.s.RAMJobStore - [initialize,155] - RAMJobStore initialized.
11:01:48.132 [restartedMain] INFO  o.q.c.QuartzScheduler - [initialize,294] - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

11:01:48.133 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1374] - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
11:01:48.133 [restartedMain] INFO  o.q.i.StdSchedulerFactory - [instantiate,1378] - Quartz scheduler version: 2.3.2
11:01:48.133 [restartedMain] INFO  o.q.c.QuartzScheduler - [setJobFactory,2293] - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@3f252030
11:01:52.993 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-39001"]
11:01:53.122 [restartedMain] INFO  c.u.j.c.RefreshScopeRefreshedEventListener - [onApplicationEvent,47] - Refreshing cached encryptable property sources on ServletWebServerInitializedEvent
11:01:53.123 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemProperties refreshed
11:01:53.124 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source systemEnvironment refreshed
11:01:53.124 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source random refreshed
11:01:53.124 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' refreshed
11:01:53.124 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' refreshed
11:01:53.125 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source devtools refreshed
11:01:53.125 [restartedMain] INFO  c.u.j.c.CachingDelegateEncryptablePropertySource - [refresh,55] - Property Source class path resource [generator.yml] refreshed
11:01:53.125 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:01:53.125 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:01:53.125 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:01:53.126 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource servletContextInitParams [org.springframework.web.context.support.ServletContextPropertySource] to EncryptableEnumerablePropertySourceWrapper
11:01:55.766 [restartedMain] INFO  o.q.c.QuartzScheduler - [start,547] - Scheduler quartzScheduler_$_NON_CLUSTERED started.
11:01:55.778 [restartedMain] INFO  c.r.RuoYiApplication - [logStarted,61] - Started RuoYiApplication in 26.232 seconds (JVM running for 28.067)
11:02:57.610 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:02:58.227 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,666] - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
11:02:58.227 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [standby,585] - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
11:02:58.228 [SpringApplicationShutdownHook] INFO  o.q.c.QuartzScheduler - [shutdown,740] - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
11:02:58.228 [SpringApplicationShutdownHook] INFO  sys-user - [shutdownAsyncManager,28] - ====关闭后台任务任务线程池====
11:02:58.236 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2051] - {dataSource-1} closing ...
11:02:58.245 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2124] - {dataSource-1} closed
11:03:04.363 [restartedMain] INFO  c.r.RuoYiApplication - [logStarting,55] - Starting RuoYiApplication using Java 1.8.0_271 on DESKTOP-79UQ3BF with PID 14196 (D:\workspace\jgckServer\ruoyi-admin\target\classes started by Gu in D:\workspace\jgckServer)
11:03:04.377 [restartedMain] INFO  c.r.RuoYiApplication - [logStartupProfileInfo,686] - The following 1 profile is active: "dev"
11:03:04.379 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
11:03:07.585 [restartedMain] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - [postProcessBeanFactory,40] - Post-processing PropertySource instances
11:03:07.586 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource configurationProperties [class org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
11:03:07.587 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletConfigInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:03:07.587 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,76] - Skipping PropertySource servletContextInitParams [class org.springframework.core.env.PropertySource$StubPropertySource
11:03:07.589 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
11:03:07.589 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
11:03:07.590 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
11:03:07.590 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application-dev.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:03:07.590 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
11:03:07.590 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource devtools [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
11:03:07.591 [restartedMain] INFO  c.u.j.EncryptablePropertySourceConverter - [makeEncryptable,81] - Converting PropertySource class path resource [generator.yml] [org.springframework.core.io.support.ResourcePropertySource] to EncryptableMapPropertySourceWrapper
11:03:08.135 [restartedMain] INFO  c.u.j.f.DefaultLazyPropertyFilter - [lambda$new$2,31] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
